report_date,region,class,commodity,variety,organic,unit,environment,price_min,price_max,current_ad_count,current_wtd_avg_price,priorwk_ad_count,priorwk_wtd_avg_price,prioryr_ad_count,prioryr_wtd_avg_price
01/31/2025,Southwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.5,2.69,255,2.44,,,,
01/31/2025,Southwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.25,1.5,467,1.46,,,,
01/31/2025,Southwest,Fruit,Avocados,HASS,Yes,each,N/A,1.38,3.5,295,1.86,,,,
01/31/2025,Southwest,Fruit,Avocados,Hass-Marked Extra Large,Yes,each,N/A,2.99,2.99,5,2.99,,,,
01/31/2025,Northwest,Fruit,Avocados,HASS,No,each,N/A,0.99,1.67,298,1.64,,,,
01/31/2025,Northwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.39,1.39,22,1.39,,,,
01/31/2025,Northwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.99,2.99,15,2.99,,,,
01/31/2025,Hawaii,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.95,1.95,4,1.95,,,,
01/31/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,,,26,0.98,,,,
01/31/2025,National,Fruit,Avocados,HASS,No,each,N/A,,,1844,1.16,3639,1.07,6008,1.07
01/31/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,,,233,2.05,649,2.2,403,1.98
01/31/2025,National,Fruit,Avocados,Hass-Marked Small,No,each,N/A,,,75,0.47,256,0.5,20,0.42
01/31/2025,National,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,,,65,2.64,42,3,126,1.91
01/31/2025,National,Fruit,Avocados,Hass-Marked Large,No,each,N/A,,,375,2.49,344,1.49,1098,1.42
01/31/2025,National,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,,,879,1.34,1900,0.84,723,1.28
01/31/2025,National,Fruit,Avocados,HASS,Yes,each,N/A,,,295,1.86,258,2.05,456,1.67
01/31/2025,National,Fruit,Avocados,Hass-Marked Extra Large,Yes,each,N/A,,,5,2.99,,,19,2.91
01/31/2025,National,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,,,15,2.99,533,2.75,107,2.05
01/31/2025,Midwest,Fruit,Avocados,HASS,No,each,N/A,0.67,1.99,259,1.1,,,,
01/31/2025,Midwest,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,1.66,1.66,6,1.66,,,,
01/31/2025,Midwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.69,1.39,86,1.25,,,,
01/24/2025,Northeast,Fruit,Avocados,HASS,No,each,N/A,0.88,1.67,1398,1.15,,,,
01/24/2025,Northeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2.5,2.5,255,2.5,,,,
01/24/2025,Northeast,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,122,2.78,,,,
01/24/2025,Southeast,Fruit,Avocados,HASS,No,each,N/A,0.68,1.67,602,1.27,,,,
01/24/2025,Southeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,1.67,2,380,1.99,,,,
01/24/2025,Southeast,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.88,0.88,463,0.88,,,,
01/24/2025,Southeast,Fruit,Avocados,HASS,Yes,each,N/A,2.5,2.5,40,2.5,,,,
01/24/2025,Southeast,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.5,2.76,138,2.66,,,,
01/24/2025,Southcentral,Fruit,Avocados,HASS,No,each,N/A,0.25,1.25,395,0.82,,,,
01/24/2025,Southcentral,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2.29,2.29,14,2.29,,,,
01/24/2025,Southcentral,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.5,2.5,189,1.65,,,,
01/24/2025,Southcentral,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.77,0.77,138,0.77,,,,
01/24/2025,Southcentral,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,75,2.78,,,,
01/24/2025,Southwest,Fruit,Avocados,HASS,No,each,N/A,0.5,1,714,0.96,,,,
01/24/2025,Southwest,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.5,0.5,256,0.5,,,,
01/24/2025,Southwest,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,3,3,42,3,,,,
01/24/2025,Southwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.99,2.5,35,2.12,,,,
01/24/2025,Southwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.5,1,429,0.71,,,,
01/24/2025,Southwest,Fruit,Avocados,HASS,Yes,each,N/A,1.99,1.99,14,1.99,,,,
01/24/2025,Southwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,109,2.78,,,,
01/24/2025,Northwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.5,0.99,206,0.9,,,,
01/24/2025,Northwest,Fruit,Avocados,HASS,Yes,each,N/A,2,2,79,2,,,,
01/24/2025,Northwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,22,2.78,,,,
01/24/2025,Hawaii,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,2.69,2.69,7,2.69,,,,
01/24/2025,Hawaii,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,3.89,3.89,4,3.89,,,,
01/24/2025,Alaska,Fruit,Avocados,HASS,No,each,N/A,0.99,0.99,9,0.99,,,,
01/24/2025,Alaska,Fruit,Avocados,Hass-Marked Small,No,each,N/A,1.25,1.25,1,1.25,,,,
01/24/2025,Alaska,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.29,1.29,11,1.29,,,,
01/24/2025,National,Fruit,Avocados,HASS,No,each,N/A,,,3639,1.07,6055,0.94,6184,1.14
01/24/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,,,649,2.2,463,1.96,395,2
01/24/2025,National,Fruit,Avocados,Hass-Marked Small,No,each,N/A,,,256,0.5,30,0.59,465,0.43
01/24/2025,National,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,,,42,3,136,2,337,2.39
01/24/2025,National,Fruit,Avocados,Hass-Marked Large,No,each,N/A,,,344,1.49,649,1.62,1545,1.22
01/24/2025,National,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,,,1900,0.84,627,1.31,1781,0.83
01/24/2025,National,Fruit,Avocados,HASS,Yes,each,N/A,,,258,2.05,343,2.17,1100,1.72
01/24/2025,National,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,,,533,2.75,486,2.73,731,2.1
01/24/2025,Midwest,Fruit,Avocados,HASS,No,each,N/A,0.68,2.5,530,0.95,,,,
01/24/2025,Midwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1,1.99,120,1.05,,,,
01/24/2025,Midwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.88,0.88,664,0.88,,,,
01/24/2025,Midwest,Fruit,Avocados,HASS,Yes,each,N/A,1.67,2,125,1.94,,,,
01/24/2025,Midwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,67,2.78,,,,
01/17/2025,Northwest,Fruit,Avocados,HASS,No,each,N/A,0.67,1.49,232,0.97,,,,
01/17/2025,Northwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,2.5,2.5,11,2.5,,,,
01/17/2025,Northwest,Fruit,Avocados,Hass-Marked Extra Large,Yes,each,N/A,2.5,2.5,19,2.5,,,,
01/17/2025,Northwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,3,26,2.81,,,,
01/17/2025,Hawaii,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,3.89,3.89,4,3.89,,,,
01/17/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,,,26,0.98,34,0.99,,
01/17/2025,National,Fruit,Avocados,HASS,No,each,N/A,,,6055,0.94,7488,0.96,8000,1
01/17/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,,,463,1.96,468,1.89,395,2.5
01/17/2025,National,Fruit,Avocados,Hass-Marked Small,No,each,N/A,,,30,0.59,339,0.43,254,0.52
01/17/2025,National,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,,,136,2,64,2.33,238,2.83
01/17/2025,National,Fruit,Avocados,Hass-Marked Large,No,each,N/A,,,649,1.62,1620,1.65,767,1.24
01/17/2025,National,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,,,627,1.31,2057,0.77,228,1.2
01/17/2025,National,Fruit,Avocados,HASS,Yes,each,N/A,,,343,2.17,36,1.34,1320,1.89
01/17/2025,National,Fruit,Avocados,Hass-Marked Extra Large,Yes,each,N/A,,,19,2.5,,,8,3
01/17/2025,National,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,,,486,2.73,61,1.49,691,2.1
01/17/2025,National,Fruit,Avocados,Hass-Marked Medium,Yes,each,N/A,,,352,2,,,,
01/17/2025,Midwest,Fruit,Avocados,HASS,No,each,N/A,0.5,1.66,980,1.15,,,,
01/17/2025,Midwest,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,2,2,114,2,,,,
01/17/2025,Midwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.25,1.25,114,1.25,,,,
01/17/2025,Midwest,Fruit,Avocados,HASS,Yes,each,N/A,1.67,1.67,23,1.67,,,,
01/17/2025,Midwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,67,2.78,,,,
01/17/2025,Southwest,Fruit,Avocados,Hass-Marked Medium,Yes,each,N/A,2,2,352,2,,,,
01/17/2025,Southwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,3.5,3.5,26,3.5,,,,
01/17/2025,Southwest,Fruit,Avocados,HASS,Yes,each,N/A,0.99,2.29,167,1.94,,,,
01/17/2025,Southwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.79,1.49,452,1.4,,,,
01/17/2025,Southwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.25,2.78,489,1.67,,,,
01/17/2025,Southwest,Fruit,Avocados,HASS,No,each,N/A,0.33,1.25,429,0.65,,,,
01/17/2025,Southcentral,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.5,2.5,107,2.5,,,,
01/17/2025,Southcentral,Fruit,Avocados,HASS,Yes,each,N/A,2.5,2.5,9,2.5,,,,
01/17/2025,Southcentral,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.77,1.25,175,1.06,,,,
01/17/2025,Southcentral,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.5,2,35,1.8,,,,
01/17/2025,Southcentral,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.59,0.59,30,0.59,,,,
01/17/2025,Southcentral,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2,2.48,43,2.16,,,,
01/17/2025,Southcentral,Fruit,Avocados,HASS,No,each,N/A,0.44,2,632,0.73,,,,
01/17/2025,Southeast,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.5,2.78,138,2.67,,,,
01/17/2025,Southeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,1.5,2,420,1.94,,,,
01/17/2025,Southeast,Fruit,Avocados,HASS,No,each,N/A,0.58,1.67,2118,0.92,,,,
01/17/2025,Southeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,0.98,0.98,26,0.98,,,,
01/17/2025,Northeast,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,122,2.78,,,,
01/17/2025,Northeast,Fruit,Avocados,HASS,Yes,each,N/A,2.5,2.5,144,2.5,,,,
01/17/2025,Northeast,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,2,2,22,2,,,,
01/17/2025,Northeast,Fruit,Avocados,HASS,No,each,N/A,0.67,2,1664,0.99,,,,
01/10/2025,Midwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.67,0.79,625,0.69,,,,
01/10/2025,Midwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1,1.99,197,1.36,,,,
01/10/2025,Midwest,Fruit,Avocados,HASS,No,each,N/A,0.5,1.67,1401,0.74,,,,
01/10/2025,National,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,,,61,1.49,109,2.5,797,2.13
01/10/2025,National,Fruit,Avocados,HASS,Yes,each,N/A,,,36,1.34,298,1.95,524,1.46
01/10/2025,National,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,,,2057,0.77,1203,1.06,1814,0.84
01/10/2025,National,Fruit,Avocados,Hass-Marked Large,No,each,N/A,,,1620,1.65,838,1.64,1787,1.19
01/10/2025,National,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,,,64,2.33,171,2.08,166,1.94
01/10/2025,National,Fruit,Avocados,Hass-Marked Small,No,each,N/A,,,339,0.43,85,0.36,129,0.51
01/10/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,,,468,1.89,842,1.75,395,2.5
01/10/2025,National,Fruit,Avocados,HASS,No,each,N/A,,,7488,0.96,6007,1.58,7924,0.99
01/10/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,,,34,0.99,6,3.98,31,0.97
01/10/2025,Alaska,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.25,1.25,11,1.25,,,,
01/10/2025,Alaska,Fruit,Avocados,Hass-Marked Large,No,each,N/A,3.78,3.78,3,3.78,,,,
01/10/2025,Alaska,Fruit,Avocados,Hass-Marked Small,No,each,N/A,1.5,1.5,1,1.5,,,,
01/10/2025,Hawaii,Fruit,Avocados,Hass-Marked Large,No,each,N/A,2.78,2.78,4,2.78,,,,
01/10/2025,Hawaii,Fruit,Avocados,HASS,No,each,N/A,1.67,1.67,23,1.67,,,,
01/10/2025,Northwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,1.49,1.49,61,1.49,,,,
01/10/2025,Northwest,Fruit,Avocados,HASS,Yes,each,N/A,1.5,1.5,17,1.5,,,,
01/10/2025,Northwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.97,0.98,212,0.97,,,,
01/10/2025,Northwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.25,2,40,1.9,,,,
01/10/2025,Northwest,Fruit,Avocados,HASS,No,each,N/A,1.25,1.5,305,1.26,,,,
01/10/2025,Southwest,Fruit,Avocados,HASS,Yes,each,N/A,0.99,1.67,19,1.2,,,,
01/10/2025,Southwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.99,0.99,392,0.99,,,,
01/10/2025,Southwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.25,2.5,758,1.65,,,,
01/10/2025,Southwest,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,2.5,2.5,42,2.5,,,,
01/10/2025,Southwest,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.44,0.5,116,0.47,,,,
01/10/2025,Southwest,Fruit,Avocados,HASS,No,each,N/A,0.5,2.5,708,1.5,,,,
01/10/2025,Southcentral,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.5,0.68,325,0.54,,,,
01/10/2025,Southcentral,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.25,2,417,1.6,,,,
01/10/2025,Southcentral,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.33,0.44,223,0.4,,,,
01/10/2025,Southcentral,Fruit,Avocados,HASS,No,each,N/A,0.45,2,714,0.73,,,,
01/10/2025,Southeast,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.67,0.75,503,0.74,,,,
01/10/2025,Southeast,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.99,1.99,86,1.99,,,,
01/10/2025,Southeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,1.67,2,380,1.99,,,,
01/10/2025,Southeast,Fruit,Avocados,HASS,No,each,N/A,0.65,1.67,2288,0.8,,,,
01/10/2025,Southeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,0.99,0.99,34,0.99,,,,
01/10/2025,Northeast,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.99,1.99,122,1.99,,,,
01/10/2025,Northeast,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,2,2,22,2,,,,
01/10/2025,Northeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,1.49,1.5,88,1.49,,,,
01/10/2025,Northeast,Fruit,Avocados,HASS,No,each,N/A,0.65,2.5,2072,1.14,,,,
01/03/2025,Northwest,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,3.98,3.98,6,3.98,,,,
01/03/2025,Southwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.5,2.5,109,2.5,,,,
01/03/2025,Southwest,Fruit,Avocados,HASS,Yes,each,N/A,0.99,3.5,91,2.44,,,,
01/03/2025,Southwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.79,1.49,760,1.11,,,,
01/03/2025,Southwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,0.88,2,187,1.23,,,,
01/03/2025,Southwest,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.33,0.33,6,0.33,,,,
01/03/2025,Southwest,Fruit,Avocados,HASS,No,each,N/A,0.5,1.49,392,0.76,,,,
01/03/2025,Southcentral,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.5,2,125,1.94,,,,
01/03/2025,Southcentral,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,2.5,2.5,34,2.5,,,,
01/03/2025,Southcentral,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.33,0.49,79,0.36,,,,
01/03/2025,Southcentral,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2.28,2.28,14,2.28,,,,
01/03/2025,Southcentral,Fruit,Avocados,HASS,No,each,N/A,0.33,1.98,461,0.78,,,,
01/03/2025,Southeast,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.83,0.83,119,0.83,,,,
01/03/2025,Southeast,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.99,1.99,86,1.99,,,,
01/03/2025,Southeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,0.79,2,401,1.93,,,,
01/03/2025,Southeast,Fruit,Avocados,HASS,No,each,N/A,0.48,3.99,3171,2.01,,,,
01/03/2025,Northeast,Fruit,Avocados,HASS,Yes,each,N/A,1.67,2.5,200,1.71,,,,
01/03/2025,Northeast,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.67,1.99,156,1.92,,,,
01/03/2025,Northeast,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,1.5,1.5,6,1.5,,,,
01/03/2025,Northeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,1.49,1.67,427,1.57,,,,
01/03/2025,Northeast,Fruit,Avocados,HASS,No,each,N/A,0.89,2,1448,1.35,,,,
01/03/2025,Northwest,Fruit,Avocados,HASS,No,each,N/A,0.99,1,68,1,,,,
01/03/2025,Northwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.5,2.5,50,1.94,,,,
01/03/2025,Northwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.99,2,302,1.04,,,,
01/03/2025,Hawaii,Fruit,Avocados,Hass-Marked Large,No,each,N/A,2.78,2.78,4,2.78,,,,
01/03/2025,Alaska,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,3.49,3.49,9,3.49,,,,
01/03/2025,Alaska,Fruit,Avocados,Hass-Marked Large,No,each,N/A,3.49,3.49,1,3.49,,,,
01/03/2025,Alaska,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.49,1.49,11,1.49,,,,
01/03/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,,,6,3.98,,,,
01/03/2025,National,Fruit,Avocados,HASS,No,each,N/A,,,6007,1.58,,,4946,1.24
01/03/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,,,842,1.75,,,368,2.5
01/03/2025,National,Fruit,Avocados,Hass-Marked Small,No,each,N/A,,,85,0.36,,,141,0.43
01/03/2025,National,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,,,171,2.08,,,189,2.07
01/03/2025,National,Fruit,Avocados,Hass-Marked Large,No,each,N/A,,,838,1.64,,,654,1.36
01/03/2025,National,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,,,1203,1.06,,,903,1.19
01/03/2025,National,Fruit,Avocados,HASS,Yes,each,N/A,,,298,1.95,,,752,1.49
01/03/2025,National,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,,,109,2.5,,,907,2.15
01/03/2025,Midwest,Fruit,Avocados,HASS,No,each,N/A,0.48,1.5,467,0.93,,,,
01/03/2025,Midwest,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,2,2,131,2,,,,
01/03/2025,Midwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.25,1.79,234,1.42,,,,
01/03/2025,Midwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.5,0.89,22,0.64,,,,
01/03/2025,Midwest,Fruit,Avocados,HASS,Yes,each,N/A,2.5,2.5,7,2.5,,,,
12/20/2024,Northeast,Fruit,Avocados,HASS,No,each,N/A,0.89,1.99,644,1.25,,,,
12/20/2024,Northeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,0.99,1.99,512,1.36,,,,
12/20/2024,Northeast,Fruit,Avocados,HASS,Yes,each,N/A,1.5,1.5,190,1.5,,,,
12/20/2024,Northeast,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,122,2.78,,,,
12/20/2024,Southeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,0.99,0.99,34,0.99,,,,
12/20/2024,Southeast,Fruit,Avocados,HASS,No,each,N/A,0.78,1.67,944,0.9,,,,
12/20/2024,Southeast,Fruit,Avocados,HASS,Yes,each,N/A,2.78,2.78,86,2.78,,,,
12/20/2024,Southcentral,Fruit,Avocados,HASS,No,each,N/A,0.74,1.77,196,1.54,,,,
12/20/2024,Southcentral,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.25,0.59,117,0.4,,,,
12/20/2024,Southcentral,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.5,2.78,84,2.75,,,,
12/20/2024,Southwest,Fruit,Avocados,HASS,No,each,N/A,0.25,2,187,1.52,,,,
12/20/2024,Southwest,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.2,0.33,77,0.31,,,,
12/20/2024,Southwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,0.33,2,146,1.08,,,,
12/20/2024,Southwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.79,1.5,644,1.38,,,,
12/20/2024,Southwest,Fruit,Avocados,HASS,Yes,each,N/A,0.99,0.99,13,0.99,,,,
12/20/2024,Southwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,109,2.78,,,,
12/20/2024,Northwest,Fruit,Avocados,HASS,No,each,N/A,0.67,2,363,1.65,,,,
12/20/2024,Northwest,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,3.98,3.98,6,3.98,,,,
12/20/2024,Northwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,2,2,17,2,,,,
12/20/2024,Northwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,2,2,15,2,,,,
12/20/2024,Northwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.5,2.5,22,2.5,,,,
12/20/2024,Hawaii,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,3.89,3.89,4,3.89,,,,
12/20/2024,Alaska,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.99,0.99,1,0.99,,,,
12/20/2024,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,,,34,0.99,63,1.27,65,1.14
12/20/2024,National,Fruit,Avocados,Hass-Marked Extra Large,No,per lb,N/A,,,7,1.5,,,,
12/20/2024,National,Fruit,Avocados,HASS,No,each,N/A,,,2681,1.18,3460,1.07,5231,1.17
12/20/2024,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,,,518,1.39,54,1.32,366,2.5
12/20/2024,National,Fruit,Avocados,Hass-Marked Small,No,each,N/A,,,194,0.36,569,0.9,195,0.42
12/20/2024,National,Fruit,Avocados,Hass-Marked Large,No,each,N/A,,,291,1.32,1169,1.66,1604,1.84
12/20/2024,National,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,,,681,1.37,973,1.03,360,1.45
12/20/2024,National,Fruit,Avocados,HASS,Yes,each,N/A,,,289,1.86,280,1.61,360,1.52
12/20/2024,National,Fruit,Avocados,Hass-Marked Extra Large,Yes,each,N/A,,,67,2.5,,,11,3
12/20/2024,National,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,,,337,2.75,,,338,1.93
12/20/2024,Midwest,Fruit,Avocados,Hass-Marked Extra Large,No,per lb,N/A,1.5,1.5,7,1.5,,,,
12/20/2024,Midwest,Fruit,Avocados,HASS,No,each,N/A,0.69,1.25,347,0.9,,,,
12/20/2024,Midwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.49,1.5,128,1.5,,,,
12/20/2024,Midwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.69,0.79,22,0.73,,,,
12/20/2024,Midwest,Fruit,Avocados,Hass-Marked Extra Large,Yes,each,N/A,2.5,2.5,67,2.5,,,,
12/13/2024,Northeast,Fruit,Avocados,HASS,No,each,N/A,0.88,1.67,1480,1.18,,,,
12/13/2024,Northeast,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.99,1.99,122,1.99,,,,
12/13/2024,Northeast,Fruit,Avocados,HASS,Yes,each,N/A,1.5,2.5,228,1.67,,,,
12/13/2024,Southeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,0.98,0.98,57,0.98,,,,
12/13/2024,Southeast,Fruit,Avocados,HASS,No,each,N/A,0.75,1.67,721,1.2,,,,
12/13/2024,Southeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,0.99,0.99,40,0.99,,,,
12/13/2024,Southeast,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,1.99,1.99,86,1.99,,,,
12/13/2024,Southeast,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.5,0.5,119,0.5,,,,
12/13/2024,Southcentral,Fruit,Avocados,HASS,No,each,N/A,0.49,1.66,446,0.73,,,,
12/13/2024,Southcentral,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2.28,2.28,14,2.28,,,,
12/13/2024,Southcentral,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.5,1.5,168,1.45,,,,
12/13/2024,Southcentral,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.25,2,125,1.91,,,,
12/13/2024,Southcentral,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.67,0.88,138,0.77,,,,
12/13/2024,Southcentral,Fruit,Avocados,HASS,Yes,each,N/A,1.25,1.25,23,1.25,,,,
12/13/2024,Southwest,Fruit,Avocados,HASS,No,each,N/A,0.25,1.5,203,0.62,,,,
